,ABVP_FT,ABVP_PT,ABVT_FT,ABVT_PT,ACLAM_FT,ACLAM_PT,ACPV_FT,ACPV_PT,ACT_FT,ACT_PT,ACVAA_FT,ACVAA_PT,ACVB_FT,ACVB_PT,ACVCP_FT,ACVCP_PT,ACVD_FT,ACVD_PT,ACVECC_FT,ACVECC_PT,ACVIM_CARD_FT,ACVIM_CARD_PT,ACVIM_INTMET_FT,ACVIM_INTMET_PT,ACVIM_LA_FT,ACVIM_LA_PT,ACVIM_NEUR_FT,ACVIM_NEUR_PT,ACVIM_ONC_FT,ACVIM_ONC_PT,ACVM_FT,ACVM_PT,ACVN_FT,ACVN_PT,ACVO_FT,ACVO_PT,ACVPM_FT,ACVPM_PT,ACVP_FT,ACVP_PT,ACVR_FT,ACVR_ONC_FT,ACVR_ONC_PT,ACVR_PT,ACVSMR_FT,ACVSMR_PT,ACVS_FT,ACVS_PT,ACZM_FT,ACZM_PT,AVDC_FT,AVDC_PT,address,arthroscopy,avg_daily_ER_cases,avg_daily_cases,avg_daily_inpatient_cases,avg_daily_outpatient_cases,avg_daily_surgeries,avg_num_interns_completed_past_5_years,avg_num_interns_started_past_5_years,basic_clinical_laboratory_equipment,blood_gas_analysis,blood_pressure_monitoring,bone_plating_equipment,complex_cases,computer_with_internet,contact,contact_email,ct_scan,current_medical_textbooks,daily_patient_rounds,daytime_primary_emergency,diagnostic_laboratory,digital_radiography,direct_supervision_percentage,echocardiography,elective_time,electrocardiography,endoscopy,faculty_support,fax,financial_support_for_meeting,first_opinion,first_opinion_clinics,formal_orientation_required,icu,laparoscopy,mri,name,nuclear_medicine,num_interns_accepted_residency_past_5_years,num_interns_applied_residency_past_5_years,number_of_positions,orientation_manual,overnight_primary_emergency,phone,physical_therapy_equipment,presentation,primary_surgeon,professional_meeting_opportunity,program_categories,program_details_url,publication_requirement,resident_support,salary,satellite_clinic,search_engines,tech_assigned_to_ER,tech_assigned_to_ICU,tech_direct_support,total_annual_cases,ultrasound,vet_mentor,weekly_teaching_rounds,written_evals
63,,3,1,,,4,,,3,,3,1,1,,2,,1,,3,,2,,4,3,5,,2,,3,,,2,,,1,1,,,4,,,,,2,1,,6,2,2,,,1,"Department of Veterinary Clinical Medicine, MC-004, Urbana, Illinois 61802, United States",Yes,15,75,20,50,8,6,6,Yes,Yes,Yes,Yes,Yes,Yes," Stanley Rubin, DVM MS, DACVIM ",sirubin@illinois.edu,Yes,Yes,Yes,15,Yes,Yes,90,Yes,7,Yes,Yes,4,217-244-1475,No,Yes,0,Yes,Yes,Yes,Yes,University of Illinois,Yes,20,20,7,Yes,15,217-333-8517,Yes,Yes,No,No,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10276,No,3,26153.0,0,Yes,2,3,15,14000,Yes,Yes,Yes,Yes
64,,,,,,,,,,,,,,,,,,,,,2,10,2,,,,,3,2,1,,,,,1,,,,,,,,,1,,,3,2,,,,,"140 Park Street SE, Vienna, Virginia 22180-4627, United States",Yes,14,55,22,33,5-8,2,2,Yes,Yes,Yes,Yes,Yes,Yes," Scott Moore, VMD ",jmoore@hopeadvancedvet.com,Yes,Yes,Yes,5,Yes,Yes,100,Yes,12,Yes,Yes,22,703-281-0149,No,Yes,50,Yes,Yes,Yes,Yes,Hope Advanced Veterinary Center-Vienna,No,3,5,2,Yes,5,703-281-5121,Yes,Yes,No,Yes,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY']",https://www.virmp.org/Program/Detail/10000,No,2,30500.0,4,Yes,2,2,36,20000,Yes,Yes,Yes,Yes
65,,1,,,,,,,,,4,,,,,,1,1,4,,2,,3,1,0,,2,,1,1,,,,1,2,,,,,,,,,1,,,3,,1,,,,"College of Veterinary Medicine, 736 Wilson Rd, Rm D208, East Lansing, Michigan 48824, United States",Yes,38,107,20,86,8,5,5,Yes,Yes,Yes,Yes,Yes,Yes," N. Bari Olivier, DVM, PhD, DACVIM ",piket@cvm.msu.edu,Yes,Yes,Yes,16,Yes,Yes,85,Yes,14,Yes,Yes,33,517-355-5164,No,Yes,6,Yes,Yes,Yes,Yes,Michigan State University - Small Animal,Yes,10,18,5,No,16,517-355-6571,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9869,No,22,25000.0,0,Yes,3,2,43,26852,Yes,Yes,Yes,Yes
66,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,"8601 Sunset Drive, Miami, Florida 33143, United States",Yes,20,50,15,30,4,2,2,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Natalia Andrade ,nandrade@mvshospital.com,Yes,Yes,Yes,17,Yes,Yes,80,Yes,0,Yes,Yes,10,305-665-2821,Yes,Yes,66,Yes,Yes,Yes,Yes,Miami Veterinary Specialists,Yes,5,5,4,Yes,17,305-665-2820,No,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10393,Yes,0,32500.0,0,Yes,4,4,12,18000,Yes,Yes,Yes,Yes
67,,,,,,,,,,,,,,,,,,,2,,,,2,,,,1,,,,,,,,1,,,,,,,,,,,,4,,,,1,,"11800 Capital Way , Louisville, Kentucky 40299, United States",No,20,31,25,22,10,3,3,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Veronica Higgs ,vhiggs.mves@gmail.com,Yes,Yes,Yes,30,Yes,Yes,80,Yes,10,Yes,Yes,12,502-266-7375,Yes,Yes,50,Yes,Yes,No,Yes,Metropolitan Veterinary Specialists and Emergency Services,No,0,0,4,Yes,20,502-266-7007,No,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10412,No,0,30000.0,0,Yes,4,2,8,12000,Yes,Yes,Yes,Yes
68,1,1,,,,,,,,,,,,,,,,,,,1,,3,,,,2,,1,,,,,,0,,,,,,2,,,4,,,3,1,,,,,"1053 S. Cleveland Massillon Rd, Akron, Ohio 44321, United States",Yes,25,87.79,37,44,15,5,5,Yes,Yes,Yes,Yes,Yes,Yes," Dr. Josh Collins, DVM, DACVS ",internship@metropolitanvet.com,Yes,Yes,Yes,35,Yes,Yes,90,Yes,10,Yes,Yes,22,330-666-0519,Yes,Yes,0,Yes,Yes,Yes,Yes,Metropolitan Veterinary Hospital / Metropolitan Veterinary Referral Group,Yes,,,4,Yes,15,330-666-2976,No,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9648,No,3,28000.0,5,Yes,4,1,40,32043,Yes,Yes,Yes,Yes
69,,,,,,,,,,,1,,,,,,2,,2,,1,,6,,,,,,3,,,,,,,,,,,,,,,,,,2,,,,,,"2315 N Causeway Blvd, Metairie, Louisiana 70001, United States",Yes,25,60,35,25,6,3,3,Yes,Yes,Yes,Yes,Yes,Yes," Erin Daniels, DVM, DACVECC ",erin.daniels@medvetforpets.com,Yes,Yes,Yes,25,Yes,Yes,80,Yes,15,Yes,Yes,18,504-835-8509,Yes,Yes,0,Yes,Yes,Yes,Yes,Medvet Medical and Cancer Center for Pets - Louisiana,Yes,4,6,5,Yes,25,504-835-8508,Yes,Yes,No,Yes,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY', 'SMALL ANIMAL SURGERY', 'SMALL ANIMAL INTERNAL MEDICINE']",https://www.virmp.org/Program/Detail/10041,No,4,30000.0,50,Yes,2,2,20,11000,Yes,Yes,Yes,Yes
70,,,,,,,,,,,1,,,,,,2,,2,,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,,5,,,,,,"1321 Centerview Circle, Akron, Ohio 44321, United States",Yes,18,40,12,28,6,0,0,Yes,Yes,Yes,Yes,Yes,Yes," James Vogt, DVM, DACVS ",james.vogt@medvetforpets.com,Yes,Yes,Yes,10,Yes,Yes,80,Yes,15,Yes,Yes,30,330-665-5972,Yes,Yes,10,Yes,Yes,Yes,Yes,MedVet Medical & Cancer Centers for Pets,Yes,0,0,2,Yes,25,330-665-4996,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10109,No,4,30000.0,50,Yes,4,0,32,14000,Yes,Yes,Yes,Yes
71,,,,,,,,,,,1,,,,,,,,1,,1,,4,,,,3,,2,,,,,,,,,,,,2,1,,,,,3,,,,,,"3123 N. Clybourn Avenue, Chicago, Illinois 60618, United States",Yes,56,75,30,40,8,1,1,Yes,Yes,Yes,Yes,Yes,Yes," Jayme Hoffberg, DVM, DACVECC ",jayme.hoffberg@medvetforpets.com,Yes,Yes,Yes,10,Yes,Yes,80,Yes,15,Yes,Yes,42,773-880-6083,Yes,Yes,10,Yes,Yes,Yes,Yes,MedVet Medical & Cancer Centers for Pets,Yes,0,0,4,Yes,25,773-281-7110,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10107,No,0,40000.0,0,Yes,4,4,20,35000,Yes,Yes,Yes,Yes
72,,2,,,,,,,5,,2,,,,,,3,,2,,1,,6,,4,,,,1,,,,,,1,,1,,,,3,1,,,,,3,,1,,,,"Department of Veterinary Clinical Sciences, School of Veterinary Medicine, Baton Rouge, Louisiana 70803-8410, United States",Yes,10,76,10,66,4,7,7,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Dale Paccamonti ,mkirks1@lsu.edu,Yes,Yes,Yes,16,Yes,Yes,84,Yes,14,Yes,Yes,19,225-578-9218,Yes,Yes,5,Yes,Yes,Yes,Yes,Louisiana State University,Yes,0,0,7,Yes,16,225-578-9552,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10059,No,14,26660.0,0,Yes,1,2,26,19748,Yes,Yes,Yes,Yes
73,1,,,,,,,,,,,1,1,,,,1,,1,,,1,1,1,,,2,1,,3,,,,,2,,,,,,,,,1,1,,2,1,,,,1,"163 South Service Road, Plainview, New York 11803, United States",Yes,15,70,45,50,14,1,2,Yes,Yes,Yes,Yes,No,Yes, Dr. Catherine Loughin ,Cloughin@livs.org,Yes,Yes,Yes,35,Yes,Yes,850,Yes,0,Yes,Yes,18,516-501-1730,Yes,Yes,45,Yes,Yes,Yes,Yes,Long Island Veterinary Specialists,No,0,0,3,Yes,10,516-501-1700,Yes,No,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10233,No,2,35000.0,0,Yes,2,2,20,22000,Yes,Yes,Yes,Yes
74,,4,1,,1,,2,,2,,5,,0,,3,,3,,5,,5,,9,,0,,4,,4,,1,,1,,4,,1,,8,,5,3,,,0,,6,,2,,0,,"1060 William Moore Dr, Raleigh, North Carolina 27607, United States",Yes,18,83,52,31,6,11,11,Yes,Yes,Yes,Yes,Yes,Yes, Sue Chiappone ,cvm_match_program@ncsu.edu,Yes,Yes,Yes,10,Yes,Yes,90,Yes,10,Yes,Yes,51,919-513-6222,No,Yes,20,Yes,Yes,Yes,Yes,NC State University-College of Veterinary Medicine,Yes,44,47,11,No,15,919-513-6020,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9942,No,28,30000.0,0,Yes,3,3,34,33586,Yes,Yes,Yes,Yes
75,,,,,,,,,,,,,,,,,2,,1,,1,,3,,,,1,,1,,,,,,,,,,,,,,,1,,,3,,,,,,"2971 Sidco Dr., Nashville, Tennessee 37204, United States",Yes,15,65,20,45,5,4,4,Yes,Yes,Yes,Yes,Yes,Yes, Karen Marcus ,kmarcus@nashvillevetspecialists.com,Yes,Yes,Yes,20,Yes,Yes,95,Yes,5,Yes,Yes,17,615-386-0109,No,Yes,0,Yes,Yes,Yes,Yes,Nashville Veterinary Specialists,No,3,5,7,Yes,0,615-386-0107,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10349,No,0,29500.0,0,Yes,2,2,8,23140,Yes,Yes,Yes,Yes
76,2,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,2,,1,,,,1,,3,,,,2,,,1,3,,,1,,,,,1,"293 2nd Avenue, Waltham, Massachusetts 02451, United States",Yes,11,25,4,21,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes, Catherine Sumner ,csumner@angell.org,Yes,Yes,Yes,14,Yes,Yes,93,Yes,15,Yes,Yes,19,781-622-1410,No,Yes,44,Yes,Yes,Yes,Yes,MSPCA Angell West,Yes,0,0,1,Yes,15,781-902-8400,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10138,No,0,30500.0,15,Yes,1,1,14,7651,Yes,Yes,Yes,Yes
77,2,2,0,2,0,0,0,1,2,1,3,0,0,0,0,0,0,3,1,0,1,0,3,1,5,0,3,1,4,0,0,2,1,0,1,1,1,1,0,9,2,2,1,0,1,0,4,1,0,2,0,0,"Veterinary Medicine &amp; Surgery, 900 East Campus Drive, Columbia, Missouri 65211, United States",Yes,18,71,34,62,10,5,5,Yes,Yes,Yes,Yes,Yes,Yes, Connie Sievert ,mucvmvmsadmin@missouri.edu,Yes,Yes,Yes,8,Yes,Yes,90,Yes,12,Yes,Yes,38,573-884-5444,Yes,Yes,12,Yes,Yes,Yes,Yes,University of Missouri College of Veterinary Medicine,Yes,24,26,7,Yes,20,573-882-1807,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9683,No,33,26000.0,0,Yes,1,2,29,18401,Yes,Yes,Yes,Yes
78,,2,,,1,,,,4,,2,,,,,,,1,,,,,6,1,,,2,,,,,,,,1,,,,5,,2,,,,,,4,,,,,1,"College of Veterinary Medicine, PO Box 6100, Mississippi State, Mississippi 39762, United States",Yes,10,30,15,15,5,5,5,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Patty Lathan ,lathan@cvm.msstate.edu,Yes,Yes,Yes,5,Yes,Yes,100,Yes,6,Yes,Yes,34,662-325-4011,No,Yes,2,Yes,Yes,Yes,Yes,Mississippi State University,No,16,22,5,Yes,20,662-325-3432,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10367,No,14,24000.0,0,Yes,2,2,20,9385,Yes,Yes,Yes,Yes
79,,,,,,,,,,,1,,,,,,,2,2,,1,,4,,,,2,,1,,,,,,2,,,,1,,,,,,,,,,,,1,,"2285 Bristol Circle, Oakville, Ontario L6H 6P8, Canada",Yes,25,72,30,30,5,4,4,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Jennifer Kyes  ,jkyes@vetemergency.ca,Yes,Yes,No,30,Yes,Yes,75,Yes,30,Yes,Yes,11,905-829-9646,Yes,Yes,30,Yes,Yes,Yes,Yes,Mississauga Oakville Veterinary Emergency and Referral Services ,No,0,0,4,Yes,7,905-829-9444,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10003,No,0,34000.0,0,Yes,2,1,15,28000,Yes,Yes,Yes,Yes
80,,1,,,,,,,,,4,,0,,,,2,,3,1,1,,6,2,,,1,,3,,,,1,,,,,,3,,4,1,,,1,,4,,,,1,,"C338 Veterinary Medical Center, 1352 Boyd Avenue, St. Paul, Minnesota 55108, United States",Yes,15,86,19,67,37,9,9,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Kelly Tart ,,Yes,Yes,Yes,21,Yes,Yes,80,Yes,20,Yes,Yes,30,612-624-0751,Yes,Yes,4,Yes,Yes,Yes,Yes,"University of Minnesota, College of Veterinary Medicine",Yes,,,9,Yes,11,612-624-8841,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10416,No,16,27000.0,0,Yes,1,2,97,38747,Yes,Yes,Yes,Yes
81,,,,,1,,,,1,,3,,,,1,,,,2,,,1,5,,2,,1,,,1,,,,,,,,,4,,,,1,1,,,3,,,,,,"19555 N 59th Ave, Glendale, Arizona 85308, United States",Yes,11,54,8,46,4,0,0,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Erik Hofmeister ,ehofme@midwestern.edu,Yes,Yes,Yes,17,Yes,Yes,90,Yes,6,Yes,Yes,33,623-806-7401,Yes,Yes,8,Yes,Yes,Yes,Yes,Midwestern University,No,0,0,1,Yes,0,623-806-6382,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9771,Yes,1,35000.0,0,Yes,3,2,15,13000,Yes,Yes,Yes,Yes
82,1,,,,,,,,,,,1,,,,,,1,,1,,1,,1,,1,,1,1,,,,,,,1,,,,,,,,1,,,2,,,,,,"Hickory Veterinary Hospital, 2303 Hickory Road, Plymouth Meeting, Pennsylvania 19462, United States",Yes,15,62,15,60,7,3,3,Yes,Yes,Yes,Yes,No,Yes," Nancy O. Brown, VMD, DACVS, DACVIM-Oncology ",swelsh@hickoryvet.com,Yes,Yes,Yes,25,Yes,Yes,65,Yes,5,Yes,Yes,15,610-828-8465,Yes,Yes,45,Yes,Yes,Yes,No,Pennsylvania Veterinary Specialty and Emergency Associates,No,6,12,2,No,25,610-828-3054,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10235,No,0,35000.0,0,Yes,2,2,10,25000,Yes,Yes,Yes,Yes
83,,1,,,,,,,,,1,,,,3,,3,1,11,,2,,12,,,,2,1,3,,,,1,,3,2,,,5,,2,1,,3,,,7,1,1,,2,,"Department of Clinical Sciences &amp; Advanced Medicine, Matthew J. Ryan Veterinary Hospital 3900 Delancey Street, Philadelphia, Pennsylvania 19104-6010, United States",Yes,30,84,15,68,5,12,12,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Mark Rondeau/Tory Cramer ,cramerv@vet.upenn.edu,Yes,Yes,Yes,17,Yes,Yes,95,Yes,13,Yes,Yes,60,215-573-9457,No,Yes,8,Yes,Yes,Yes,Yes,University of Pennsylvania School of Veterinary Medicine,No,,,12,Yes,11,215-898-2210,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9797,No,50,26500.0,0,Yes,3,2,85,30673,Yes,Yes,Yes,Yes
84,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,"Veterinary Teaching Hospital, 273 Magruder Hall, Corvallis , Oregon 97331, United States",Yes,4,40,10,30,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes, Keri Fisher ,jana.gordon@oregonstate.edu,Yes,Yes,Yes,10,Yes,Yes,75,Yes,5,Yes,Yes,15,541-737-6879,No,Yes,5,Yes,Yes,Yes,Yes,Oregon State University,Yes,10,18,5,No,20,541-737-6868,Yes,Yes,Yes,No,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10319,No,10,31776.0,5,Yes,2,2,28,10000,Yes,Yes,Yes,Yes
85,,2,,,,,,,,,,1,,,,,1,,3,,1,,4,,,,1,2,2,,,,,1,,1,,,,,,,,1,,,4,,,,,,"580 Winters Avenue , Paramus , New Jersey 07652, United States",Yes,40,300,60,200,10,13,13,Yes,Yes,Yes,Yes,Yes,Yes, Alison Lee Maglio ,info@oradell.com,Yes,Yes,Yes,15,Yes,Yes,90,Yes,10,Yes,Yes,48,201-262-5509,Yes,Yes,10,Yes,Yes,Yes,Yes,"Oradell Animal Hospital, Inc. ",Yes,15,25,15,Yes,17,201-262-0010,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10153,No,6,33000.0,0,Yes,10,6,25,100000,Yes,Yes,Yes,Yes
86,,1,,,,,,,,,3,,,,,,,,2,,2,,5,,,,2,,3,,,,,,1,,,,10,,2,,,,,,5,,1,,,,"50 Stone Road, Guelph, Ontario N1G 2W1, Canada",Yes,10,55,15,40,5,7,7,Yes,Yes,Yes,Yes,Yes,Yes, Christine Hagen ,ovchschr@uoguelph.ca,Yes,Yes,Yes,25,Yes,Yes,100,Yes,5,Yes,Yes,38,519-824-0317,No,Yes,0,Yes,Yes,Yes,Yes,Ontario Veterinary College Health Sciences Centre,Yes,12,21,8,Yes,5,519-824-4120,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9905,No,22,26000.0,0,Yes,2,2,55,14519,Yes,Yes,No,Yes
87,,2,,,2,,,,3,,2,,,,2,,,,,,1,,3,,,,,,,,,,,,1,1,,,8,,2,,,,,,2,,,,,1,"2115 W. Farm Road, Stillwater, Oklahoma 74078, United States",Yes,8,40,20,40,9,5,5,Yes,Yes,Yes,Yes,Yes,Yes," Daniel Burba, DVM, DACVS, Professor and Dept. Head ",,Yes,Yes,Yes,20,Yes,Yes,80,Yes,13,Yes,Yes,23,405-744-6265,No,Yes,0,Yes,Yes,Yes,Yes,Oklahoma State University,Yes,,,5,Yes,20,405-744-8472,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9707,No,7,26500.0,0,Yes,1,1,5,12600,Yes,Yes,Yes,Yes
88,,1,,,,,,,2,,4,,1,,1,,3,,4,,3,,5,,,,3,,4,,1,,1,,3,,,,2,,4,2,,,1,,8,,,,,,"Dept of Veterinary Clinical Sciences, 601 Vernon Tharp St, Columbus, Ohio 43210, United States",Yes,20-30,80-100,20-40,60-80,10-20,9,9,Yes,Yes,Yes,Yes,Yes,Yes, VCS Education Program Coordinator ,VCS.EducationProgramCoordinator@cvm.osu.edu,Yes,Yes,Yes,13,Yes,Yes,90,Yes,15,Yes,Yes,47,614-292-4258,Yes,Yes,13,Yes,Yes,Yes,Yes,Ohio State University,Yes,23,35,10,Yes,13,614-292-0687,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10038,No,40,25655.0,0,Yes,2,2,70,26000,Yes,Yes,Yes,Yes
89,,,,,,,,,,,,,,,1,,,,3,,1,1,5,,,,1,,,,,,,,1,,,,,,1,,,,,,4,,1,,,,"1480 South County Trail, East Greenwich, Rhode Island 02818, United States",Yes,50,60,40,30,6,7,8,Yes,Yes,Yes,Yes,Yes,Yes," Justine Johnson DVM, DACVECC ",jjohnson@osvs.net,Yes,Yes,Yes,40,Yes,Yes,90,Yes,17,Yes,Yes,38,401-886-8998,No,Yes,0,Yes,Yes,Yes,Yes,Ocean State Veterinary Specialists,No,4,5,8,Yes,15,401-886-6787,No,No,No,No,"['EMERGENCY MEDICINE/CRITICAL CARE', 'SMALL ANIMAL MEDICINE/SURGERY']",https://www.virmp.org/Program/Detail/9741,No,3,30000.0,0,Yes,3,4,40,>20000,Yes,Yes,Yes,Yes
90,,,,,,,,,,,,,,,,,,,2,,,2,2,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,"595 West Center St, West Bridgewater, Massachusetts 02379, United States",Yes,23,50,18,32,12,5,5,Yes,Yes,Yes,Yes,Yes,Yes," Nicole Beckel, DVM, DACVECC ",vets@neamc.com,Yes,Yes,Yes,25,Yes,Yes,100,Yes,5,Yes,Yes,20,508-638-6299,Yes,Yes,15,Yes,Yes,Yes,Yes,New England Animal Medical Center,No,4,5,6,Yes,25,508-580-2515,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9794,No,3,32000.0,0,Yes,3,3,21,16257,Yes,Yes,Yes,Yes
91,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,1,2,,,,,"4630 Royal Vista Cir. Ste 11, Windsor, Colorado 80528, United States",Yes,15,35,10,10,10,1,2,Yes,Yes,Yes,Yes,Yes,Yes, Dr. Randy Willer  ,rwdogsx@aol.com,Yes,Yes,Yes,15,Yes,Yes,80,Yes,15,Yes,Yes,10,970-286-2803,Yes,Yes,35,Yes,Yes,Yes,Yes,Royal Vista Veterinary Specialists,No,0,0,2,Yes,20,970-825-5975,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9663,No,0,29000.0,15,Yes,2,2,6,3500,Yes,Yes,Yes,Yes
92,,1,,,,,,,,,2,,,,,,1,,3,,1,,5,,,,2,,2,,,,1,,1,,,,,,2,1,,,,,3,1,,,,1,"197 Hance Avenue, Tinton Falls, New Jersey 07724, United States",Yes,33,192,24,168,27,15,15,Yes,Yes,Yes,Yes,Yes,Yes," Elizabeth Orcutt, DVM, MS, Diplomate ACVIM (Small Animal Internal Medicine) ",julie.mccarthy@rbvh.net,Yes,Yes,Yes,14,Yes,Yes,65,Yes,14,Yes,Yes,44,732-704-9504,Yes,Yes,42,Yes,Yes,Yes,Yes,Red Bank Veterinary Hospital,Yes,26,41,15,Yes,21,732-747-3636,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10118,No,8,30000.0,0,Yes,2,2,25,70000,Yes,Yes,Yes,Yes
93,,1,,,,,,,1,,3,,1,,,,1,,2,,3,,5,2,,,3,,3,,1,,,,2,,,,,,2,1,,,,,5,1,,,,,"625 Harrison Street, West Lafayette, Indiana 47907, United States",Yes,12,76,10,65,8,6,6,Yes,Yes,Yes,Yes,Yes,Yes, Jesse Mabbitt ,,Yes,Yes,Yes,8,Yes,Yes,99,Yes,16,Yes,Yes,47,765-496-1108,Yes,Yes,5,Yes,Yes,Yes,Yes,Purdue University,Yes,12,18,6,Yes,14,765-494-1103,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9811,No,24,27050.0,0,Yes,1,2,47,19867,Yes,Yes,Yes,Yes
94,,,,,,,,,,,,,,,,,,,,,1,,3,,,,1,,2,,,,,,,,,,,,,,,,,,1,,,,,,"3927 W. Belmont Ave, Chicago, Illinois 60618, United States",Yes,15-30,30-35,5-8,25-30,2-5,4,4,Yes,Yes,Yes,Yes,Yes,Yes," Amanda Full, DVM, DACVIM ",afull@ethosvet.com,Yes,Yes,Yes,18,Yes,Yes,98,Yes,4,Yes,Yes,16,773-283-5232,Yes,Yes,36,Yes,Yes,Yes,Yes,Premier Veterinary Group by Ethos,No,0,0,5,Yes,18,773-516-5800,Yes,Yes,No,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/9918,No,0,40000.0,7,Yes,2,2,30,10358,Yes,Yes,Yes,Yes
95,,,,,,,,,,,1,,,,,,1,,3,,2,,5,,,,2,,3,,,,,,4,,,,,,2,,,,,,8,,,,1,,"807 Camp Horne Rd, Pittsburgh , Pennsylvania 15237, United States",Yes,25-40,125-150,55-60,85,15-20,5,5,Yes,Yes,Yes,Yes,Yes,Yes, John Payne ,jpayne@pvs-ec.com,Yes,Yes,Yes,25,Yes,Yes,100,Yes,20,Yes,Yes,35,412-366-3489,No,Yes,25,Yes,Yes,Yes,Yes,Pittsburgh Veterinary Specialty and Emergency Center,No,13,15,8,Yes,15,412-366-3400,Yes,Yes,Yes,Yes,['SMALL ANIMAL MEDICINE/SURGERY'],https://www.virmp.org/Program/Detail/10085,No,6,32000.0,5,Yes,12,6,225,42000,Yes,Yes,Yes,Yes
